facet_id,facet_raw,facet_normalized,is_malformed,malformed_reason,facet_category,facet_type,conversation_observable,observability_reason,sensitivity,scoring_definition,anchor_1,anchor_3,anchor_5,abstention_reason,review_required,preprocessing_version
4cf080cd927c,Psychological construct: Operant-Learning rate,psychological construct: operant-learning rate,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
d852fb107fcc,Psychological construct: Need for Achievement level,psychological construct: need for achievement level,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
af034cc4d93b,Cantankerousness,cantankerousness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
ec373c7ea895,Material properties knowledge,material properties knowledge,false,,skills,skill_or_knowledge,false,"Skill evaluation requires task execution evidence, not casual self-description",ordinary,,,,,"Skill evaluation requires task execution evidence, not casual self-description",true,v1.2
79d06230fab5,Hostility,hostility,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
90a0350ce8a7,Independence,independence,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
6de0051f1496,800. Sufi practice: Sufi retreat attendance count,sufi practice: sufi retreat attendance count,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
1f0393984e33,Chromatin-accessibility score,chromatin-accessibility score,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
60f392ab9cc9,644. Spiritual virtue: Humility practice index,spiritual virtue: humility practice index,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
a0c339c5a2d9,754. I Ching hexagram 36 resonance level,i ching hexagram 36 resonance level,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
ca9430b84b90,Well-being component: Engagement,well-being component: engagement,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
dd08eb2e15ae,Need for social interaction,need for social interaction,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
bf7f8ae3bca0,Peer-collaboration hours,peer-collaboration hours,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
ca17d60fd67f,Arts and Humanities,arts and humanities,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1b6d17aa8811,596. Religious practice: Quran khatam cycles per year,religious practice: quran khatam cycles per year,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
6a4b861aa6c0,926. Bahá’í spiritual metric: Ridván festival participation,bahá’í spiritual metric: ridván festival participation,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
46b88ef696b1,Compassion,compassion,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
63f52fc7671a,Information Retention,information retention,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
3847d1fcef41,Eye-contact duration,eye-contact duration,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
db43cf21c4e4,Self-righteousness,self-righteousness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
2e26c7ae53c2,General Mood and Attitude,general mood and attitude,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
8972abf893da,Serotonin transporter availability,serotonin transporter availability,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
908e010dbe2b,Contribution to Group Goals,contribution to group goals,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
8e1c860c58fd,Dignity,dignity,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
5437a6cd6ce1,HEXACO Personality Inventory Facets:,hexaco personality inventory facets,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
03ddd0019dec,Evaluating Solutions,evaluating solutions,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
35e8db5a1dd6,Input,input,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
faa8f1b24674,Discreteness,discreteness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
dc9a0da79703,607. Energy-healing practice: Reiki sessions / year,energy-healing practice: reiki sessions / year,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
f1cf92d2e017,692. Astrology: Rising sign is Scorpio,astrology: rising sign is scorpio,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1e451faea364,Character strength: Social Intelligence,character strength: social intelligence,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
e4b1c515b505,Bravery,bravery,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
5b6a4dd42695,Childhood Experiences,childhood experiences,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
bb474c6f8f13,Data-sharing consent level,data-sharing consent level,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
b6f8c43c07b8,Vision-check frequency,vision-check frequency,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
f7d7f1034039,Physical-violence exposure,physical-violence exposure,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1e06f3ce4d57,Macronutrient ratio: fat,macronutrient ratio: fat,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
4acb3b759550,Cooking and Culinary Arts,cooking and culinary arts,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
5da3c243145e,Language use,language use,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
e29ff58d7465,Dance-style mastery diversity,dance-style mastery diversity,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
34b15526c14d,Satya Adherence,satya adherence,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
cea4f7964eb5,Ethnocentrism,ethnocentrism,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
0340225dfb9f,Emotional Boundaries,emotional boundaries,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
13e031c785e0,Creativity in solutions,creativity in solutions,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
f2c7a1a7883b,Psychological construct: Hope scale,psychological construct: hope scale,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
e4300c1e7842,565. Practice frequency: Walking meditation,practice frequency: walking meditation,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
d3229145e812,Depression (DEP),depression (dep),false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
02db85955e12,Understanding Mathematical Concepts,understanding mathematical concepts,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
0cbb97eb048f,Hypomania (Ma),hypomania (ma),false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
b07e8ee77e60,Goal-Directed Behavior,goal-directed behavior,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
edfe1d077a5e,Depth of Emotional Connections,depth of emotional connections,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1a47dd187128,Binding foundations index,binding foundations index,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
e5fa5c5ff46a,Ego Dissolution Frequency,ego dissolution frequency,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
0e6aa02ff964,Activator: Turning thoughts into action,activator: turning thoughts into action,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
43066c12297a,967. Gnostic spiritual metric: Archon meditation frequency,gnostic spiritual metric: archon meditation frequency,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
efb48a041586,Exemplariness,exemplariness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
10b3f52c4c6f,Moral and Ethical Parameters:,moral and ethical parameters,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
4dd6ab3a760e,Submission:,submission,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
b1bbfc3db18e,Frankness,frankness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
a8f5ba4ebf90,Psychological construct: Psychological Safety climate,psychological construct: psychological safety climate,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
7dfbebee1323,Psychological construct: Self-Compassion total,psychological construct: self-compassion total,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
86789739173f,Psychological construct: Executive-Function composite,psychological construct: executive-function composite,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
fc4a9e1b31fb,Rebelliousness,rebelliousness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
bded5658e6c0,Volunteer Work,volunteer work,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
cb03c9dec559,Intellect,intellect,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
9967f4670cd8,Use of Mathematical Formulas,use of mathematical formulas,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
6c9e20fb55f4,Coarseness,coarseness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
6994f00ca7ea,Behavioral Tendencies and Subcomponents:,behavioral tendencies and subcomponents,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
adb5162750c8,Sensitivity,sensitivity,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
dce89504733a,Divided Attention Ability,divided attention ability,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
3b54988dd6ab,Psychological construct: Acculturative Stress score,psychological construct: acculturative stress score,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
20542e89d475,Dauntlessness,dauntlessness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
e0d063e2ebb3,Concreteness,concreteness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
cd36396bfd4b,Hysteria (Hy),hysteria (hy),false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
92f5aca1116e,911. Jewish spiritual metric: Sukkot lulav-shaking days,jewish spiritual metric: sukkot lulav-shaking days,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
1492a2e1dcfd,Sentence Structure,sentence structure,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
9d3a37b0f564,Esteem Needs,esteem needs,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
5036f1e69820,Understanding mechanical concepts,understanding mechanical concepts,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
2651947d91ff,Auditory Memory Recall,auditory memory recall,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
a6842e07514d,Storytelling proficiency,storytelling proficiency,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
a1f789e2f1a9,Music-lessons years,music-lessons years,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
01aec1d2aa9c,Warmheartedness,warmheartedness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
adf06e76096f,Self-effacement,self-effacement,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
841ea0403f91,Outspokenness,outspokenness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
5c707ebe9848,Sleep-environment temperature,sleep-environment temperature,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
01a38635e5f4,Comprehension of spoken information,comprehension of spoken information,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
0c966daf88ee,Blissfulness,blissfulness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
eeaf8371af73,Sequential Memory Recall,sequential memory recall,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
657fd8f8c95e,Withdrawnness,withdrawnness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
953b5b5b91c0,892. Hindu spiritual metric: Yoga discipline hours / week,hindu spiritual metric: yoga discipline hours / week,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
2cb4ac37f496,Conservatism,conservatism,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
516ceac37aad,Adaptability and Flexibility Subcomponents:,adaptability and flexibility subcomponents,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
3669359bdedc,898. Hindu spiritual metric: Vrata vows observed / year,hindu spiritual metric: vrata vows observed / year,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
04b4cd1d224a,Ardency,ardency,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
62bcc44ef8e5,Aesthetic Appreciation,aesthetic appreciation,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
ca51d273d3b9,Transactional Leadership:,transactional leadership,false,,values,conversational_trait,true,Direct linguistic evidence possible in short conversation,ordinary,Measures the conversational expression of the trait: transactional leadership.,"Strong linguistic evidence of the low end (e.g., explicitly demonstrating the opposite of transactional leadership).","Mixed, moderate, or limited but sufficient evidence of transactional leadership.",Strong and repeated linguistic evidence of the high end of transactional leadership.,,false,v1.2
eccf03d13174,Value orientation: Universalism,value orientation: universalism,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
08064813d4f4,Perseverance,perseverance,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
a62507b220a5,Regularity of Self-Reflection,regularity of self-reflection,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
44bde2af2de9,Controlling Reactions,controlling reactions,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
b9b97dbc0cc6,Psychological construct: Cultural Intelligence – Behavioral,psychological construct: cultural intelligence – behavioral,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
f20639a568e0,Metabolic Rate (Low or High),metabolic rate (low or high),false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
98ea9a35b333,Dietary Habits,dietary habits,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
d08b3f904919,Significance: Desire to make an impact,significance: desire to make an impact,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1e0d94aadc09,Psychological construct: Resilience-Trait score,psychological construct: resilience-trait score,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
88e30dee3965,Boredom Susceptibility,boredom susceptibility,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
fc3a381fc98e,Psychological construct: Consummatory Pleasure scale,psychological construct: consummatory pleasure scale,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
ca0c9891dc43,Leadership Styles and Behaviors:,leadership styles and behaviors,false,,values,conversational_trait,true,Direct linguistic evidence possible in short conversation,ordinary,Measures the conversational expression of the trait: leadership styles and behaviors.,"Strong linguistic evidence of the low end (e.g., explicitly demonstrating the opposite of leadership styles and behaviors).","Mixed, moderate, or limited but sufficient evidence of leadership styles and behaviors.",Strong and repeated linguistic evidence of the high end of leadership styles and behaviors.,,false,v1.2
c4ea6450528f,723. I Ching hexagram 5 resonance level,i ching hexagram 5 resonance level,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
ccbaecd4ad29,Macronutrient ratio: carbs,macronutrient ratio: carbs,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
7c79a32de1ac,Passport-stamps count,passport-stamps count,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
d6ec1a295d7d,Local-food sourcing %,local-food sourcing %,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
5cbd7ac712d9,Patient care orientation,patient care orientation,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
833dd913ca31,Soft-skill training hours,soft-skill training hours,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
6c5137248dfb,Graffiti appreciation,graffiti appreciation,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
4b4e6b7b0a13,Preference for Home-Cooked vs Restaurant Meals,preference for home-cooked vs restaurant meals,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
31d3f47ef819,Immune-response age,immune-response age,false,,biography_external,external_biographical_fact,false,Requires external historical or biographical confirmation,ordinary,,,,,Requires external historical or biographical confirmation,true,v1.2
b946cf99da72,Social-cognition variable: Cognitive Empathy,social-cognition variable: cognitive empathy,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
b4690c4d28f0,Kink-interest diversity,kink-interest diversity,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
c4de10ac7bda,Adaptability and Flexibility:,adaptability and flexibility,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
6950be828536,Judging Consequences,judging consequences,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1678feb1ba02,Harmfulness,harmfulness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
779eb6359925,Affinity,affinity,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
be513b98e6bb,Abasement,abasement,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
b3746fa9cf1d,Chronic pain presence,chronic pain presence,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
84ac244ac462,520. Discernment practice hours / week,discernment practice hours / week,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1e47f5cff719,Initiative,initiative,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
e3481bd1fd98,Courageousness,courageousness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1c9d506a3780,Joyfulness,joyfulness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
4e6d34bfdced,Suspicion,suspicion,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
17464376445e,Basophil count,basophil count,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
7b16fe72de76,Attachment avoidance score,attachment avoidance score,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
fa2522537700,Time Orientation End Points:,time orientation end points,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
7b8ee7c57481,Brazenness,brazenness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
abd817a32356,Talkativeness,talkativeness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
274d56523321,Equitableness,equitableness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
35da9ce09fbe,Ideas generated/day,ideas generated/day,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
45cbd052abd2,Originality,originality,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
f30ddffde66c,Fearfulness: Fear of physical dangers,fearfulness: fear of physical dangers,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
fc1fab3324ab,Dance rehearsal hours/week,dance rehearsal hours/week,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
afae3a8fe643,561. Practice frequency: Mantra meditation,practice frequency: mantra meditation,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
abf4e2b74785,Public-transport km/week,public-transport km/week,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
6d442eadd7b2,Social Desirability Bias,social desirability bias,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
4c7f0f91568c,761. I Ching hexagram 43 resonance level,i ching hexagram 43 resonance level,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
6e26aba0b796,Disagreeableness,disagreeableness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
d6c0b4cb2282,Participation in Community Activities,participation in community activities,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
4f7bd441fdaf,Impudence,impudence,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
434f62116f48,Analogies,analogies,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
6193db409779,Clumsiness,clumsiness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
06d350312f15,Tendency Toward Compromise or Confrontation,tendency toward compromise or confrontation,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
